Date,Precinct,Area,Rooms,Storey,Price
2017-04-28,6,31.73,2,1,85185.0
2017-05-05,16,37.5,2,3,110000.0
2017-04-05,5,63.9,4,,260000.0
2017-05-05,6,37.0,2,4,290000.0
2017-08-05,25,43.8,3,2,132000.0
2017-08-05,6,50.89,3,1,247000.0
2017-09-05,16,60.5,4,1,154700.0
2017-09-05,39,88.32,4,1,291667.0
2017-09-05,16,37.1,3,1,134000.0
2017-09-05,16,35.8,2,5,129500.0
2017-09-05,30,33.0,1,3,100000.0
2017-10-05,18,49.2,3,4,155000.0
2017-10-05,16,55.5,5,4,205000.0
2017-12-05,17,67.84,4,1,219000.0
2017-12-05,6,28.7,1,3,97000.0
2017-12-05,19,27.2,2,4,86000.0
2017-05-15,26,29.3,2,7,104000.0
2017-12-05,25,58.8,4,1,255000.0
2017-05-16,26,46.43,3,,120000.0
2017-05-16,26,47.8,4,1,125000.0
2017-05-18,39,88.32,4,1,291667.0
2017-05-18,26,48.29,1,4,248000.0
2017-05-18,36,71.5,3,2,455000.0
2017-05-18,26,48.29,1,4,248000.0
2017-05-19,18,57.5,3,2,137500.0
2017-05-22,31,62.42,2,3,220000.0
2017-05-19,13,62.0,4,1,180000.0
2017-05-22,25,30.32,2,3,100000.0
2017-05-24,23,50.2,3,3,173000.0
2017-05-24,25,31.4,2,3,75000.0
2017-05-25,39,173.52,4,2,630000.0
2017-05-25,26,35.9,2,1,150000.0
2017-05-25,27,81.72,4,3,365000.0
2017-05-25,26,47.4,4,4,165000.0
2017-05-25,29,95.7,5,1,490000.0
2017-05-26,27,47.4,3,5,125900.0
2017-05-26,19,44.5,3,7,134000.0
2017-05-29,27,58.7,4,11,161000.0
2017-05-29,16,47.2,3,3,177000.0
2017-05-29,27,30.3,2,,95000.0
2017-05-29,19,92.1,4,3,240000.0
2017-05-30,6,68.77,2,4,360000.0
2017-05-29,25,75.2,4,5,305000.0
2017-05-31,21,60.0,4,5,201000.0
2017-05-31,27,48.3,4,,125000.0
2017-02-06,19,112.3,6,,327000.0
2017-02-06,30,72.4,4,1,210000.0
2017-02-06,6,51.38,3,1,158000.0
2017-02-06,6,58.6,4,1,196000.0
2017-06-06,16,49.7,3,2,140000.0
2017-07-06,27,30.0,2,4,100000.0
2017-07-06,25,19.0,1,1,69000.0
2017-09-06,21,66.4,4,1,260000.0
2017-09-06,5,68.64,3,3,315000.0
2017-09-06,16,66.0,4,2,175000.0
2017-09-06,16,22.1,2,2,59500.0
2017-09-06,29,35.6,2,1,184000.0
2017-12-06,6,45.0,3,2,135000.0
2017-12-06,25,50.2,4,3,163000.0
2017-12-06,6,28.7,1,2,92000.0
2017-06-13,25,82.1,4,3,335000.0
2017-06-14,27,47.7,3,1,153000.0
2017-06-16,6,58.8,1,4,250000.0
2017-06-20,5,66.2,3,2,361111.0
2017-06-20,16,33.3,2,2,159000.0
2017-06-20,30,59.8,3,3,300000.0
2017-06-20,5,33.2,2,2,100000.0
2017-06-21,25,43.9,3,2,148000.0
2017-06-21,43,49.13,2,4,393040.0
2017-06-23,30,75.96,3,5,410000.0
2017-06-26,5,34.65,2,1,120000.0
2017-06-26,42,50.6,3,4,160000.0
2017-06-26,16,36.93,3,4,170000.0
2017-06-27,30,33.8,2,3,70000.0
2017-06-27,6,31.73,2,1,145000.0
2017-06-27,27,29.63,2,5,80000.0
2017-06-28,27,39.9,3,4,90000.0
2017-06-28,25,43.8,3,3,161000.0
2017-06-30,25,61.5,4,2,177000.0
2017-06-30,23,49.5,3,3,190000.0
2017-06-30,16,50.4,4,2,167000.0
2017-05-07,43,66.2,4,4,131500.0
2017-05-07,16,39.9,2,4,120000.0
2017-06-07,27,45.08,3,5,116000.0
2017-06-07,7,61.8,4,5,190000.0
2017-06-07,17,47.0,3,2,144500.0
2017-07-07,27,37.0,3,1,135000.0
2017-07-07,30,28.1,2,3,72000.0
2017-10-07,25,44.2,3,4,92000.0
2017-12-07,6,36.69,3,1,165000.0
2017-12-07,28,47.1,4,3,160000.0
2017-12-07,23,34.8,2,3,131000.0
2017-07-13,27,25.6,2,4,75000.0
2017-07-14,27,37.6,3,1,120000.0
2017-07-14,27,46.84,2,3,280000.0
2017-07-17,39,31.86,2,1,120000.0
2017-07-17,26,37.7,3,1,128000.0
2017-07-18,33,46.61,3,5,138000.0
2017-07-19,31,52.2,3,1,125000.0
2017-07-20,20,25.5,1,,77000.0
2017-07-20,23,53.3,3,2,202000.0
2017-07-21,26,35.89,3,3,125000.0
2017-07-21,27,59.6,5,,175000.0
2017-07-21,16,32.13,2,3,131000.0
2017-07-21,16,36.5,3,2,110000.0
2017-07-24,25,56.1,4,5,153000.0
2017-07-25,6,55.33,3,4,253000.0
2017-07-25,31,52.3,4,1,85000.0
2017-07-26,18,37.0,2,1,128000.0
2017-07-27,26,36.91,3,7,90000.0
2017-07-27,27,37.59,2,3,150000.0
2017-07-27,25,54.2,3,7,140000.0
2017-07-27,31,50.3,3,1,137000.0
2017-07-27,16,20.74,2,2,86000.0
2017-07-28,23,52.7,3,2,190000.0
2017-07-28,26,37.4,3,8,80000.0
2017-07-28,26,45.95,4,5,150000.0
2017-07-31,26,53.0,3,3,240000.0
2017-07-31,25,49.7,3,7,125000.0
2017-01-08,27,38.2,3,4,137000.0
2017-03-08,26,46.9,4,4,157000.0
2017-03-08,19,31.7,2,2,130000.0
2017-03-08,6,46.35,3,4,209000.0
2017-04-08,23,31.4,1,2,125000.0
2017-04-08,31,45.4,3,2,142000.0
2017-07-08,25,44.2,3,4,131500.0
2017-08-08,6,28.7,1,5,70000.0
2017-09-08,32,46.1,4,6,165000.0
2017-09-08,26,38.0,3,5,107000.0
2017-09-08,23,53.7,3,1,210000.0
2017-10-08,26,37.3,3,8,109000.0
2017-10-08,27,65.9,2,4,140000.0
2017-11-08,27,46.7,5,3,120000.0
2017-08-16,32,52.0,3,2,150000.0
2017-08-18,26,29.2,2,6,90000.0
2017-08-18,21,74.3,5,5,200000.0
2017-08-18,16,69.9,4,3,178000.0
2017-08-21,19,63.0,4,11,148000.0
2017-08-21,18,57.9,4,1,280000.0
2017-08-22,20,32.0,2,11,72000.0
2017-08-22,27,18.87,2,2,76000.0
2017-08-22,27,47.1,3,2,169000.0
2017-08-24,17,50.9,3,3,160000.0
2017-08-24,19,55.3,3,3,158000.0
2017-08-25,27,29.8,2,2,119000.0
2017-08-25,26,32.3,2,1,105000.0
2017-08-25,17,73.3,4,2,370000.0
2017-08-25,19,44.5,3,2,100000.0
2017-08-28,16,62.2,4,1,160000.0
2017-08-29,19,100.3,4,2,400000.0
2017-08-30,31,68.56,3,2,100000.0
2017-08-30,25,31.4,2,3,90000.0
2017-08-31,19,36.5,3,2,100000.0
2017-01-09,26,47.8,4,2,112000.0
2017-01-09,25,30.4,2,3,105000.0
2017-04-09,28,49.39,3,1,149000.0
2017-04-09,27,50.2,4,5,136000.0
2017-04-09,26,48.1,3,4,180000.0
2017-04-09,7,72.3,4,3,232000.0
2017-05-09,27,47.8,4,7,158000.0
2017-05-09,25,79.7,4,5,195000.0
2017-06-09,27,37.6,3,2,145500.0
2017-07-09,27,37.41,3,3,129000.0
2017-08-09,27,47.5,4,4,184000.0
2017-08-09,6,52.31,2,4,430000.0
2017-08-09,18,77.9,4,2,200000.0
2017-11-09,32,22.8,2,4,94000.0
2017-08-09,29,51.3,2,3,215000.0
2017-11-09,19,77.3,4,2,180000.0
2017-12-09,26,47.4,4,6,140000.0
2017-12-09,23,50.2,3,2,165000.0
2017-09-13,30,50.68,3,3,143000.0
2017-09-14,30,73.2,3,2,150000.0
2017-09-14,16,60.5,3,2,209000.0
2017-09-14,5,52.42,3,1,174000.0
2017-09-15,27,56.2,4,5,155000.0
2017-09-15,30,28.4,2,3,120000.0
2017-09-18,23,106.94,5,4,372500.0
2017-09-15,29,53.1,3,1,235000.0
2017-09-18,31,36.8,2,1,130000.0
2017-09-18,30,58.0,3,2,210000.0
2017-09-21,17,47.2,3,2,140000.0
2017-09-19,29,54.9,2,3,247000.0
2017-09-22,27,49.8,4,5,86000.0
2017-09-22,25,49.7,3,8,128000.0
2017-09-22,27,30.6,2,2,105000.0
2017-09-23,27,51.7,4,4,160000.0
2017-09-25,21,68.9,4,2,268000.0
2017-09-25,6,38.28,2,3,207000.0
2017-09-26,27,25.96,2,2,110000.0
2017-09-26,26,37.1,3,3,110000.0
2017-09-26,23,54.4,3,2,200000.0
2017-09-26,6,69.15,2,4,360000.0
2017-09-26,16,47.8,4,2,173000.0
2017-09-26,18,43.9,3,2,120000.0
2017-09-27,16,43.64,2,3,220000.0
2017-09-29,26,47.72,3,2,155000.0
2017-09-29,28,46.7,4,1,120000.0
2017-09-29,18,44.6,3,1,100000.0
2017-09-29,6,65.1,4,1,244000.0
2017-09-29,31,48.4,3,2,150000.0
2017-02-10,25,58.64,4,5,202500.0
2017-02-10,23,52.7,3,1,165000.0
2017-06-10,27,57.0,5,4,167000.0
2017-10-10,25,43.8,3,2,146000.0
2017-10-10,23,38.0,2,4,140000.0
2017-10-10,16,49.7,3,3,149000.0
2017-11-10,26,36.8,3,3,130000.0
2017-11-10,18,112.45,4,3,415000.0
2017-12-10,23,51.1,3,5,180000.0
2017-12-10,18,54.6,4,2,150000.0
2017-10-16,30,26.6,2,3,40000.0
2017-10-16,17,49.8,3,1,140000.0
2017-10-17,27,17.3,2,2,73000.0
2017-10-17,16,48.4,3,3,175000.0
2017-10-20,13,42.4,2,3,75000.0
2017-10-18,23,52.7,3,2,165000.0
2017-10-21,26,35.7,3,1,117000.0
2017-10-23,20,49.1,3,1,128000.0
2017-10-23,23,54.4,3,4,207500.0
2017-10-24,28,47.5,4,2,163000.0
2017-10-24,6,53.33,3,3,210000.0
2017-10-27,25,61.5,4,5,175000.0
2017-10-25,6,63.9,4,1,244000.0
2017-10-25,27,44.73,2,1,127000.0
2017-10-27,27,23.16,2,1,55000.0
2017-10-30,6,55.68,3,4,320000.0
2017-10-30,6,55.5,3,5,165000.0
2017-10-30,30,83.04,4,1,430000.0
2017-10-31,27,44.9,3,1,168000.0
2017-03-11,16,48.7,3,3,185000.0
2017-03-11,30,33.8,2,3,165000.0
2017-07-11,6,71.02,4,3,249500.0
2017-07-11,25,51.1,3,1,147000.0
2017-07-11,42,50.6,3,5,178000.0
2017-08-11,31,85.6,5,3,336000.0
2017-09-11,26,30.0,2,4,90000.0
2017-10-11,26,37.4,3,9,110000.0
2017-10-11,25,43.8,3,3,170000.0
2017-11-14,17,37.7,3,2,100000.0
2017-11-16,27,37.3,3,5,129000.0
2017-11-17,6,28.7,2,4,99500.0
2017-11-17,31,54.4,3,3,110000.0
2017-11-20,25,44.2,3,4,182500.0
2017-11-17,16,43.0,2,7,190000.0
2017-11-21,17,108.15,5,2,175000.0
2017-11-21,17,54.2,3,2,179000.0
2017-11-21,18,45.66,2,3,191000.0
2017-11-23,19,70.2,3,3,270000.0
2017-11-24,18,35.0,3,1,135000.0
2017-11-28,30,84.0,4,3,180000.0
2017-11-28,17,37.7,3,2,125000.0
2017-11-30,5,52.42,3,1,177419.35
2017-01-12,27,46.7,3,4,168000.0
2017-01-12,30,38.0,2,3,127000.0
2017-04-12,27,34.1,3,5,135000.0
2017-04-12,27,43.5,3,5,163000.0
2017-04-12,31,58.2,4,,200000.0
2017-04-12,25,56.1,4,4,170000.0
2017-04-12,29,65.2,4,3,355000.0
2017-07-12,17,39.6,3,2,140000.0
2017-12-12,32,36.8,3,4,100000.0
2017-12-13,19,75.2,4,1,185000.0
2017-12-14,30,34.1,2,1,90000.0
2017-12-14,17,24.6,2,2,80000.0
2017-12-14,17,27.8,3,1,75000.0
2017-12-14,6,28.7,2,4,90000.0
2017-12-15,30,37.6,2,1,114000.0
2017-12-15,16,29.5,2,2,108000.0
2017-12-18,30,48.2,3,3,130000.0
2017-12-18,6,28.7,2,4,121000.0
2017-12-18,16,51.0,3,3,151500.0
2017-12-18,5,71.3,4,4,299000.0
2017-12-19,23,49.3,3,4,176000.0
2017-12-19,27,23.16,2,1,91000.0
2017-12-19,6,28.7,1,5,123000.0
2017-12-19,31,50.1,3,1,135000.0
2017-12-19,30,45.3,2,1,170000.0
2017-12-20,27,24.5,2,2,110000.0
2017-12-20,27,35.2,2,4,126000.0
2017-12-21,30,65.9,4,1,140000.0
2017-12-22,30,43.7,3,2,85000.0
2017-12-22,27,66.6,5,4,220000.0
2017-12-22,27,58.48,5,1,183000.0
2017-12-22,26,35.9,3,6,139000.0
2017-12-22,6,75.64,5,2,274000.0
2017-12-27,27,35.9,3,2,155000.0
2017-12-27,31,57.0,4,1,135500.0
2018-02-01,28,53.3,3,3,165000.0
2017-12-29,23,53.5,3,4,170000.0
2018-04-01,27,47.5,4,9,115000.0
2018-04-01,27,47.5,4,9,115000.0
2018-04-01,6,52.0,2,2,240000.0
2018-04-01,6,38.79,2,1,140000.0
2018-05-01,30,52.7,4,2,190000.0
2018-04-01,25,72.2,4,11,203000.0
2018-04-01,25,46.3,2,4,200000.0
2018-08-01,26,27.45,3,3,135000.0
2018-08-01,29,42.7,3,2,221000.0
2018-09-01,26,46.6,4,5,125000.0
2018-10-01,27,57.0,5,7,150000.0
2018-10-01,18,129.93,4,1,485000.0
2018-10-01,17,55.2,3,2,200000.0
2018-11-01,30,73.6,2,2,180000.0
2018-10-01,19,59.2,3,1,200000.0
2018-11-01,6,87.68,4,3,410000.0
2018-11-01,6,87.68,4,3,410000.0
2018-12-01,5,51.4,3,3,225000.0
2018-12-01,19,66.3,4,6,194500.0
2018-12-01,5,35.48,2,6,210000.0
2018-12-01,5,37.12,2,6,200000.0
2018-01-15,26,47.2,3,4,168000.0
2018-01-15,5,35.31,2,2,150000.0
2018-01-16,19,50.1,2,3,135000.0
2018-01-17,26,36.6,3,2,113000.0
2018-01-18,28,60.49,4,2,145000.0
2018-01-17,18,46.7,3,4,120000.0
2018-01-19,29,43.68,2,4,238500.0
2018-01-19,36,71.51,3,2,305000.0
2018-01-19,6,48.06,3,4,340000.0
2018-01-19,6,47.1,3,2,194000.0
2018-01-19,23,53.43,3,1,218000.0
2018-01-22,33,31.0,2,1,129000.0
2018-01-23,29,43.64,2,4,248000.0
2018-01-23,6,37.68,2,4,205000.0
2018-01-23,23,63.07,3,3,345000.0
2018-01-23,23,52.7,3,2,182000.0
2018-01-24,25,47.0,3,3,150000.0
2018-01-24,30,54.4,3,2,195000.0
2018-01-25,27,38.0,3,5,118000.0
2018-01-25,17,51.9,3,3,160000.0
2018-01-25,20,32.3,2,10,98000.0
2018-01-26,25,68.55,4,8,131000.0
2018-01-26,16,49.25,3,2,150000.0
2018-01-26,19,52.2,3,3,103500.0
2018-01-29,31,57.0,4,5,182000.0
2018-01-29,25,49.7,3,,144000.0
2018-01-30,32,47.2,4,9,163000.0
2018-01-31,32,29.1,2,1,120000.0
2018-01-31,27,44.9,3,2,162500.0
2018-01-31,29,56.2,3,2,212000.0
2018-01-31,19,53.2,3,2,133000.0
2018-01-31,30,55.4,4,5,200000.0
2018-02-02,16,63.2,4,4,220000.0
2018-01-31,29,58.35,3,1,319999.0
2018-02-02,16,63.2,4,4,220000.0
2018-02-02,31,63.0,4,4,195000.0
2018-02-02,27,19.41,2,2,57500.0
2018-02-02,27,38.4,3,1,120000.0
2018-05-02,30,58.3,3,4,135000.0
2018-05-02,27,51.4,4,4,179000.0
2018-06-02,31,54.63,4,2,194000.0
2018-06-02,43,43.5,2,4,151000.0
2018-06-02,23,41.97,3,5,176000.0
2018-06-02,25,43.8,3,1,125000.0
2018-08-02,27,26.9,2,2,80000.0
2018-07-02,4,89.7,4,1,320000.0
2018-08-02,39,34.52,2,4,185000.0
2018-08-02,18,49.0,3,3,150000.0
2018-09-02,27,47.1,3,1,170000.0
2018-09-02,21,66.1,4,2,225000.0
2018-09-02,23,37.51,1,1,125000.0
2018-12-02,27,47.5,4,9,154000.0
2018-12-02,6,43.98,1,5,390000.0
2018-12-02,27,47.5,4,9,154000.0
2018-12-02,25,63.0,4,10,150000.0
2018-02-13,25,61.9,4,5,175000.0
2018-02-13,6,50.91,3,2,210000.0
2018-02-14,26,60.8,4,11,255000.0
2018-02-14,26,37.86,3,5,160000.0
2018-02-14,23,50.2,3,4,165000.0
2018-02-15,6,34.62,2,3,205000.0
2018-02-19,26,29.2,2,6,129000.0
2018-02-16,33,48.3,3,9,118000.0
2018-02-19,17,47.5,3,4,142000.0
2018-02-20,27,47.5,4,1,205000.0
2018-02-20,27,38.5,2,3,153500.0
2018-02-21,26,45.05,4,3,142000.0
2018-02-21,29,54.75,3,3,255000.0
2018-02-21,18,93.2,4,,408000.0
2018-02-23,30,58.25,4,3,98400.0
2018-02-23,29,54.0,3,4,196000.0
2018-02-23,26,46.6,4,1,132000.0
2018-02-23,30,39.68,3,4,152000.0
2018-02-26,16,50.16,3,3,125000.0
2018-02-26,31,85.0,4,,333000.0
2018-02-26,19,77.2,4,1,200000.0
2018-02-27,19,47.4,3,,75000.0
2018-02-27,6,57.94,3,1,288750.0
2018-02-28,16,56.5,5,10,192000.0
2018-02-28,29,53.2,4,1,230000.0
2018-02-28,5,68.17,4,5,246000.0
2018-02-28,27,57.0,5,7,190000.0
2018-01-03,43,48.89,3,2,234000.0
2018-01-03,1,63.6,4,5,185000.0
2018-02-03,30,46.9,3,2,119000.0
2018-02-03,16,24.8,2,1,88000.0
2018-02-03,29,57.3,3,4,260000.0
2018-02-03,31,51.93,3,3,179000.0
2018-03-03,29,43.84,2,4,250000.0
2018-05-03,17,37.7,3,2,187000.0
2018-05-03,30,48.2,3,3,205500.0
2018-07-03,26,29.0,2,2,70000.0
2018-07-03,19,26.2,2,2,117000.0
2018-08-03,21,63.9,4,3,199000.0
2018-08-03,27,47.84,3,1,157000.0
2018-09-03,30,62.8,4,1,190000.0
2018-09-03,27,38.2,3,1,105000.0
2018-09-03,16,47.12,2,2,189000.0
2018-09-03,25,58.6,4,3,240000.0
2018-12-03,23,109.85,5,4,355000.0
2018-12-03,23,51.1,3,4,177000.0
2018-03-13,16,38.0,3,4,152000.0
2018-03-13,6,72.35,4,2,390000.0
2018-03-13,6,72.35,4,2,390000.0
2018-03-13,29,70.0,3,2,275000.0
2018-03-13,16,58.2,3,3,195240.0
2018-03-14,27,48.0,4,3,200000.0
2018-03-13,16,49.3,3,1,163230.0
2018-03-16,19,54.7,2,2,118000.0
2018-03-16,30,53.77,2,4,290000.0
2018-03-19,17,50.4,3,2,156000.0
2018-03-20,27,38.2,3,4,127000.0
2018-03-19,29,69.7,4,3,295000.0
2018-03-20,32,37.19,3,4,133000.0
2018-03-21,30,35.8,2,2,110000.0
2018-03-21,5,48.28,3,,263000.0
2018-03-23,32,24.5,2,5,100000.0
2018-03-26,17,66.25,4,1,195000.0
2018-03-23,26,44.25,2,2,250000.0
2018-03-23,26,44.11,2,2,250000.0
2018-03-27,17,45.3,3,1,145000.0
2018-03-29,30,33.7,2,1,115000.0
2018-03-27,29,31.6,2,3,142000.0
2018-03-29,29,44.15,2,1,265000.0
2018-03-29,16,33.03,2,7,170000.0
2018-03-29,27,38.8,3,5,150000.0
2018-03-29,27,37.6,3,3,154000.0
2018-03-29,19,34.6,2,1,115000.0
2018-03-30,27,60.0,5,5,250000.0
2018-03-30,17,68.51,4,1,285000.0
2018-03-04,27,38.2,3,1,130000.0
2018-04-04,26,37.0,3,8,130000.0
2018-04-04,19,50.11,3,3,130000.0
2018-05-04,19,74.38,4,3,160000.0
2018-09-04,43,48.98,3,2,180000.0
2018-09-04,32,37.0,3,6,112000.0
2018-09-04,19,68.8,3,3,290000.0
2018-10-04,32,29.0,2,1,126000.0
2018-04-16,21,66.4,4,3,265000.0
2018-04-13,23,50.2,3,3,175000.0
2018-04-17,43,68.34,3,1,249000.0
2018-04-17,17,25.79,2,3,100000.0
2018-04-17,27,48.0,4,4,118000.0
2018-04-19,17,37.53,3,1,120000.0
2018-04-20,30,45.5,3,3,107000.0
2018-04-23,25,63.0,4,5,229000.0
2018-04-23,19,41.6,3,1,105000.0
2018-04-23,25,63.0,4,5,229000.0
2018-04-24,16,31.9,3,3,120000.0
2018-04-24,5,68.55,4,3,356500.0
2018-04-24,19,31.96,2,2,88000.0
2018-04-25,30,64.66,3,5,309000.0
2018-04-25,30,64.55,3,5,309000.0
2018-04-26,30,36.0,3,,117000.0
2018-04-26,29,54.2,3,3,255000.0
2018-04-27,26,61.2,4,4,172000.0
2018-04-27,26,61.2,4,3,172000.0
2018-04-27,29,82.7,4,1,350000.0
2018-04-28,33,47.8,3,4,132000.0
2018-02-05,30,38.5,3,1,115000.0
2018-02-05,19,27.3,2,1,50000.0
2018-04-05,31,61.5,4,1,295000.0
2018-04-05,6,68.2,4,2,250000.0
2018-09-05,27,37.19,3,3,155000.0
2018-11-05,27,73.24,4,3,400000.0
2018-11-05,31,58.41,4,2,232500.0
2018-05-14,16,34.0,2,3,100000.0
2018-05-14,16,34.0,2,3,100000.0
2018-05-16,30,53.66,3,2,131000.0
2018-05-16,30,35.7,2,3,129000.0
2018-05-16,19,33.4,3,3,127000.0
2018-05-17,6,52.6,3,2,205000.0
2018-05-18,31,41.0,2,2,220000.0
2018-05-22,33,46.5,3,4,127500.0
2018-05-22,32,24.5,2,4,138000.0
2018-05-23,23,104.55,4,4,390000.0
2018-05-24,30,72.14,3,1,285000.0
2018-05-25,26,44.09,2,1,258000.0
2018-05-25,29,41.5,3,2,220000.0
2018-05-25,13,41.0,3,,200000.0
2018-05-28,30,33.7,2,2,129000.0
2018-05-28,30,50.8,3,2,215000.0
2018-05-28,26,64.7,3,4,420000.0
2018-05-28,27,57.0,5,8,120000.0
2018-05-28,5,54.8,3,3,197500.0
2018-05-29,27,57.78,5,3,180000.0
2018-05-29,17,36.5,2,4,145000.0
2018-05-30,17,60.67,4,1,250000.0
2018-05-30,6,28.7,1,1,50000.0
2018-05-30,5,51.6,3,1,235000.0
2018-05-30,30,94.59,5,3,480000.0
2018-04-06,23,90.64,5,4,376500.0
2018-05-30,26,67.9,3,2,347300.0
2018-05-06,27,59.77,4,2,210000.0
2018-06-06,29,42.96,2,3,273000.0
2018-05-06,23,73.4,4,2,315000.0
2018-06-06,29,42.96,2,3,273000.0
2018-06-06,27,21.1,2,3,85000.0
2018-07-06,18,65.0,4,2,160000.0
2018-07-06,31,33.23,3,2,110000.0
2018-08-06,28,36.6,3,1,125000.0
2018-08-06,17,49.9,3,3,185000.0
2018-06-15,28,52.11,3,1,185000.0
2018-12-06,16,47.11,2,4,260000.0
2018-06-14,25,50.9,3,11,145000.0
2018-06-15,17,50.8,4,3,180000.0
2018-06-15,6,28.7,2,2,92000.0
2018-06-15,19,38.7,3,,127000.0
2018-06-15,30,65.56,4,1,330000.0
2018-06-18,27,23.3,2,3,120000.0
2018-06-19,33,46.3,3,1,128000.0
2018-06-20,31,38.8,2,,148000.0
2018-06-20,19,28.4,3,3,85000.0
2018-06-20,27,30.0,2,,105000.0
2018-06-21,27,21.18,2,1,60000.0
2018-06-22,33,46.5,3,5,173500.0
2018-06-25,16,63.0,5,4,220000.0
2018-06-26,31,82.1,5,,325000.0
2018-06-27,27,48.0,4,4,193500.0
2018-06-28,30,68.8,4,2,300000.0
2018-06-29,31,51.2,3,4,180000.0
2018-06-29,27,38.8,3,1,100000.0
2018-03-07,27,47.9,4,5,134000.0
2018-03-07,29,62.41,3,5,362000.0
2018-04-07,34,42.0,2,3,153000.0
2018-05-07,29,44.05,2,2,170000.0
2018-06-07,26,61.2,4,5,200000.0
2018-06-07,21,61.8,4,3,231000.0
2018-10-07,20,17.9,1,5,65000.0
2018-12-07,31,30.0,2,1,110000.0
2018-12-07,19,47.4,2,2,165000.0
2018-07-16,32,46.3,3,4,160000.0
2018-07-17,27,55.94,4,3,165000.0
2018-07-17,28,48.51,3,2,175000.0
2018-07-19,32,37.3,3,3,145000.0
2018-07-19,17,47.4,3,2,200000.0
2018-07-23,29,64.1,3,3,269000.0
2018-07-24,17,38.3,3,,147000.0
2018-07-26,30,11.5,1,3,27000.0
2018-07-26,43,70.27,2,4,440000.0
2018-07-30,5,52.7,3,4,225000.0
2018-07-27,6,68.1,3,2,312000.0
2018-07-31,31,33.2,2,2,95000.0
2018-07-31,16,38.5,3,5,129000.0
2018-02-08,28,32.73,2,2,82000.0
2018-01-08,31,48.3,4,6,160000.0
2018-03-08,16,63.4,4,2,209220.0
2018-03-08,26,37.4,3,11,94750.0
2018-06-08,20,32.0,2,5,125000.0
2018-08-08,16,49.8,4,2,150000.0
2018-08-13,30,99.4,3,4,390000.0
2018-10-08,6,35.4,2,2,155000.0
2018-08-14,31,58.8,4,4,155000.0
2018-08-14,6,44.78,2,1,230000.0
2018-08-20,30,11.5,1,3,27000.0
2018-08-16,6,80.82,2,,470000.0
2018-08-21,16,51.7,3,1,164000.0
2018-08-23,32,36.98,3,5,100000.0
2018-08-23,30,66.69,4,1,360000.0
2018-08-24,21,62.3,4,4,195000.0
2018-08-24,26,46.89,4,3,155000.0
2018-08-27,13,57.3,3,,130000.0
2018-08-29,30,64.5,3,3,250000.0
2018-08-29,31,28.0,2,1,90000.0
2018-08-31,29,48.0,3,4,205000.0
2018-08-31,21,70.0,5,4,300000.0
2018-08-31,27,37.94,3,1,125000.0
2018-03-09,30,51.8,4,,173000.0
2018-03-09,31,51.9,3,1,110000.0
2018-04-09,31,48.0,4,4,146000.0
2018-04-09,32,37.5,2,1,146000.0
2018-11-09,29,91.0,5,3,390000.0
2018-05-09,17,82.76,4,3,200000.0
2018-12-09,32,18.0,2,9,40000.0
2018-09-13,13,18.2,1,1,46000.0
2018-09-13,32,53.69,3,2,182000.0
2018-09-14,29,62.9,4,4,235000.0
2018-09-14,30,91.57,2,6,510000.0
2017-02-24,30,48.6,2,4,280000.0
2018-09-18,32,37.0,3,4,165000.0
2018-09-18,32,22.2,2,2,90000.0
2018-09-18,5,31.27,3,1,130000.0
2018-09-24,6,34.19,2,1,168000.0
2018-09-25,26,66.6,3,4,350000.0
2018-09-26,30,43.91,2,3,250000.0
2018-09-26,6,57.3,4,1,242000.0
2018-09-26,32,29.1,2,1,128000.0
2018-09-27,27,57.0,5,2,140000.0
2018-09-28,29,43.72,2,5,220000.0
2018-09-28,32,38.3,3,2,178900.0
2018-01-10,27,38.44,3,2,153000.0
2018-10-10,32,49.3,3,,173000.0
2018-01-10,18,46.7,3,4,141800.0
2018-01-10,27,50.86,3,4,158000.0
2018-01-10,27,38.44,3,2,153000.0
2018-01-10,27,33.88,3,2,80000.0
2018-01-10,32,49.3,3,,173000.0
2018-02-10,16,30.0,2,2,100000.0
2018-02-10,18,42.2,2,1,80000.0
2018-03-10,13,61.0,4,2,249000.0
2018-03-10,18,35.0,2,,110000.0
2018-03-10,19,48.5,3,4,185000.0
2018-03-10,31,38.0,3,9,146000.0
2018-05-10,18,42.4,2,2,115000.0
2018-05-10,26,38.9,3,1,65000.0
2018-05-10,30,66.54,4,4,322000.0
2018-05-10,30,88.82,4,,295000.0
2018-08-10,23,52.7,3,2,177000.0
2018-08-10,27,42.1,3,4,137000.0
2018-09-10,21,51.9,3,5,185000.0
2018-09-10,26,37.8,3,1,100000.0
2018-10-10,27,24.14,2,3,89000.0
2018-10-10,32,49.3,3,,173000.0
2018-11-10,31,68.7,4,,319000.0
2018-12-10,5,39.0,3,1,160000.0
2018-12-10,31,29.0,2,4,90000.0
2018-10-15,5,43.4,3,3,200000.0
2018-10-16,4,63.3,4,1,250000.0
2018-10-16,17,74.1,5,4,193000.0
2018-10-18,5,60.59,4,6,365000.0
2018-10-18,26,29.4,2,5,60000.0
2018-10-18,32,37.4,3,4,154000.0
2018-10-18,32,64.3,,9,192000.0
2018-10-19,26,46.61,4,4,180000.0
2018-10-20,33,59.5,4,7,204000.0
